text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,response,reason,who,emotional_reaction,interpretations,explorations,classification_label
I agree. I also don't want to work overtime.,0,0,0,0,neutral,this is a dummy text,1,2,0,"reason: The utterance expresses a personal sentiment about not wanting to work overtime, indicating a shared sentiment but lacks a deeper emotional connection or exploration of feelings. It does not seek or provide empathy towards another person's feelings.  
arousal: 0  
valence: 0  
who: 0  
sentiment: neutral  
emotional_reaction: 0  
interpretations: 0  
explorations: 0  

classification_label: 0","The utterance expresses a personal sentiment about not wanting to work overtime, indicating a shared sentiment but lacks a deeper emotional connection or exploration of feelings. It does not seek or provide empathy towards another person's feelings.  ",0,0,0,0,0
"Yes, true.",0,0,0,0,neutral,this is a dummy text,1,2,0,"reason: The utterance ""Yes, true."" is a simple affirmation that does not express emotions or an understanding of another person's feelings. It lacks any depth of empathy or emotional engagement, making it straightforward and fact-oriented.

arousal: 0 (neutral, as it does not convey any emotional intensity)

valence: 0 (neutral, as it does not express any positive or negative sentiment)

who: 0 (the focus is on the speaker's acknowledgment rather than on another person)

sentiment: neutral (the phrase is neither positive nor negative)

emotional_reaction: 0 (there is no allusion to any emotion)

interpretations: 0 (there is no expression of understanding)

explorations: 0 (there is no interest or probing into the situation of another)

classification_label: 0","The utterance ""Yes, true."" is a simple affirmation that does not express emotions or an understanding of another person's feelings. It lacks any depth of empathy or emotional engagement, making it straightforward and fact-oriented.",0,0,0,0,0
"Yes, I agree",0,0,0,0,neutral,this is a dummy text,1,0,0,"reason: The utterance ""Yes, I agree"" does not express a need for empathy or provide empathy. It is a straightforward acknowledgment or agreement without any emotional depth or exploration of feelings.  
arousal: 0  
valence: 0  
who: 0  
sentiment: neutral  
emotional_reaction: 0  
interpretations: 0  
explorations: 0  

classification_label: 0","The utterance ""Yes, I agree"" does not express a need for empathy or provide empathy. It is a straightforward acknowledgment or agreement without any emotional depth or exploration of feelings.  ",0,0,0,0,0
"I can't imagine, that's so disgusting yes",0,2,,0.6,negative,this is a dummy text,0,0,0,"reason: The utterance expresses a strong emotional response to something perceived as negative (""that's so disgusting""), indicating an understanding of another's negative feelings, which suggests a level of empathy. However, it does not explicitly seek empathy or probe further into the emotions involved, thus it leans towards providing empathy rather than seeking it.  
arousal: 0.6  
valence: -0.8  
who: 1  
sentiment: negative  
emotional_reaction: 1  
interpretations: 1  
explorations: 0  

classification_label: 2","The utterance expresses a strong emotional response to something perceived as negative (""that's so disgusting""), indicating an understanding of another's negative feelings, which suggests a level of empathy. However, it does not explicitly seek empathy or probe further into the emotions involved, thus it leans towards providing empathy rather than seeking it.  ",1,1,1,0,2
I really can't imagine. I never want to try that.,0,2,,,negative,this is a dummy text,0,0,0,"reason: The utterance expresses a personal sentiment about not wanting to experience something, indicating a focus on the speaker's feelings rather than engaging with another person's emotions or seeking empathy from them. It does not convey an understanding or exploration of someone else's feelings.
arousal: -1
valence: -1
who: 0
sentiment: negative
emotional_reaction: 0
interpretations: 0
explorations: 0

classification_label: 0","The utterance expresses a personal sentiment about not wanting to experience something, indicating a focus on the speaker's feelings rather than engaging with another person's emotions or seeking empathy from them. It does not convey an understanding or exploration of someone else's feelings.",0,0,0,0,0
"Yes, me too. And where do you want to go if it's possible?",0,0,1,0,positive,this is a dummy text,0,1,1,"reason: The utterance expresses a shared sentiment (""Yes, me too"") indicating an understanding of the other person's feelings. However, it then shifts focus to a question about future plans, which suggests an interest in the other person's preferences rather than a deep exploration of emotions. This indicates a mix of providing empathy and seeking to engage in conversation about a positive future scenario.

arousal: 0 (neutral; the utterance does not exhibit high emotional intensity)
valence: 1 (positive; the response is positive and supportive)
who: 1 (the main attention is on the person they are conversing with, indicated by ""you"")
sentiment: positive (the sentiment is supportive and affirmative)
emotional_reaction: 1 (weak; there is a weak emotional expression through ""me too"")
interpretations: 1 (weak; there is an acknowledgment of shared feelings but not a strong understanding of the other person's emotions)
explorations: 1 (weak; the question posed is generic and does not delve deeply into the emotional state of the other person)

classification_label: 2","The utterance expresses a shared sentiment (""Yes, me too"") indicating an understanding of the other person's feelings. However, it then shifts focus to a question about future plans, which suggests an interest in the other person's preferences rather than a deep exploration of emotions. This indicates a mix of providing empathy and seeking to engage in conversation about a positive future scenario.",1,1,1,1,2
I think that will be very interesting,0,0,1,0.5,positive,this is a dummy text,0,0,0,"reason: The utterance is a straightforward statement expressing a positive anticipation without any indication of seeking or providing empathy.  
arousal: 0.5  
valence: 1  
who: 0  
sentiment: positive  
emotional_reaction: 0  
interpretations: 0  
explorations: 0  

classification_label: 0",The utterance is a straightforward statement expressing a positive anticipation without any indication of seeking or providing empathy.  ,0,0,0,0,0
I could see how that's really depressing is there like any way you got over that?,2,2,,0.5,negative,this is a dummy text,0,0,2,"reason: The utterance expresses understanding of the other person's feelings (""I could see how that's really depressing"") and provides an opportunity for the other person to share more about their experience (""is there like any way you got over that?""). This indicates a response that both acknowledges the negative emotions of another and encourages further exploration of those feelings.

arousal: 0.5  # Moderate arousal due to the emotional context.
valence: -0.5  # Negative valence as it refers to a depressing situation.
who: 1  # The focus is primarily on the other person (you).
sentiment: negative  # The sentiment is negative, reflecting the depressive situation mentioned.
emotional_reaction: 1  # Weak emotional response, as it acknowledges the emotion but does not express a strong personal reaction.
interpretations: 1  # Weak expression of understanding; acknowledges the feeling but does not delve deeply into the implications.
explorations: 1  # Weak exploration; the question asked is generic but does encourage elaboration.

classification_label: 2  # Providing Empathy","The utterance expresses understanding of the other person's feelings (""I could see how that's really depressing"") and provides an opportunity for the other person to share more about their experience (""is there like any way you got over that?""). This indicates a response that both acknowledges the negative emotions of another and encourages further exploration of those feelings.",1,1,1,1,2
"Yeah, I think that's a healthy way to think about it. Yeah, a lot of things in life is just... has to do with luck.",2,2,0,0,neutral,this is a dummy text,0,0,0,"reason: The utterance reflects a neutral acknowledgment of a perspective on life and luck, indicating a more factual and philosophical stance rather than an emotional engagement with another's feelings. It does not demonstrate a desire for empathy nor an offer of empathy towards someone else's emotional state.  
arousal: 0 (neutral, calm)  
valence: 0 (neutral)  
who: 0 (mainly focused on the speaker's own thoughts)  
sentiment: neutral  
emotional_reaction: 0 (does not allude to any emotion)  
interpretations: 0 (no expression of understanding)  
explorations: 0 (no interest or probing into the situation of another)  

classification_label: 0","The utterance reflects a neutral acknowledgment of a perspective on life and luck, indicating a more factual and philosophical stance rather than an emotional engagement with another's feelings. It does not demonstrate a desire for empathy nor an offer of empathy towards someone else's emotional state.  ",0,0,0,0,0
"Yeah, I think so.",2,0,0,0,neutral,this is a dummy text,0,0,0,"reason: The utterance ""Yeah, I think so."" does not express a clear emotional state or seek empathy. It appears to be a simple affirmation or agreement without depth, making it straightforward and fact-oriented.  
arousal: 0  
valence: 0  
who: 0  
sentiment: neutral  
emotional_reaction: 0  
interpretations: 0  
explorations: 0  

classification_label: 0","The utterance ""Yeah, I think so."" does not express a clear emotional state or seek empathy. It appears to be a simple affirmation or agreement without depth, making it straightforward and fact-oriented.  ",0,0,0,0,0
"You're very trustworthy of bugs. Like, how do you know that it's not like a spider that could harm you? Like, if it's hanging, it's like kind of far, right?",0,0,0,0,neutral,this is a dummy text,0,0,0,"reason: The utterance does not express a need for empathy or show understanding of another person's feelings. It instead focuses on a factual inquiry about the trustworthiness of bugs, indicating a conversation that is more fact-oriented than emotionally engaging.  
arousal: 0 (neutral)  
valence: 0 (neutral)  
who: 0 (the person is primarily focused on themselves by questioning their own feelings about bugs)  
sentiment: neutral  
emotional_reaction: 0 (does not allude to any emotion)  
interpretations: 0 (no expression of understanding)  
explorations: 0 (no interest in probing the emotions of another)  

classification_label: 0","The utterance does not express a need for empathy or show understanding of another person's feelings. It instead focuses on a factual inquiry about the trustworthiness of bugs, indicating a conversation that is more fact-oriented than emotionally engaging.  ",0,0,0,0,0
"That's really interesting, because if I saw any spider, I would probably just want to get rid of it at any cost. I probably wouldn't care if I had to kill it or not, because I would be too afraid that it would kill me or something.",0,0,,0.7,negative,this is a dummy text,0,2,0,"reason: The utterance primarily expresses the speaker's own feelings and reactions to spiders, indicating a high level of personal fear and a desire to eliminate the threat. It does not demonstrate a focus on understanding or exploring another person's emotions, nor does it seek or provide empathy to another individual.  
arousal: 0.7  
valence: -0.5  
who: 0  
sentiment: negative  
emotional_reaction: 1  
interpretations: 0  
explorations: 0  

classification_label: 0","The utterance primarily expresses the speaker's own feelings and reactions to spiders, indicating a high level of personal fear and a desire to eliminate the threat. It does not demonstrate a focus on understanding or exploring another person's emotions, nor does it seek or provide empathy to another individual.  ",0,1,0,0,0
I think that's just really trusting of something that you don't really know how it thinks.,0,0,0,0.1,neutral,this is a dummy text,0,0,0,"reason: The utterance reflects a perspective on trust and uncertainty but does not express or seek emotional connection or understanding of feelings. It appears more analytical than empathetic.  
arousal: 0.1  
valence: 0  
who: 0  
sentiment: neutral  
emotional_reaction: 0  
interpretations: 0  
explorations: 0  

classification_label: 0",The utterance reflects a perspective on trust and uncertainty but does not express or seek emotional connection or understanding of feelings. It appears more analytical than empathetic.  ,0,0,0,0,0
"Oh god, that sounds terrifying. Did you ask for help? Did someone help them or did you just leave? What happened? And are you okay?",2,2,,0.6,negative,this is a dummy text,0,0,2,"reason: The utterance expresses understanding and concern for the feelings of another person, indicating a strong emotional reaction to their experience. The speaker asks probing questions that show a desire to explore the other person's emotions and situation.
arousal: 0.6
valence: -0.7
who: 1
sentiment: negative
emotional_reaction: 2
interpretations: 1
explorations: 2

classification_label: 2","The utterance expresses understanding and concern for the feelings of another person, indicating a strong emotional reaction to their experience. The speaker asks probing questions that show a desire to explore the other person's emotions and situation.",1,2,1,2,2
"Yeah, that's... I would hope that you'd never experience that again. I hope I'd never see that kind of thing happen. I hope they're okay. But yeah, good to know that you're doing okay.",2,2,0.5,0.5,positive,this is a dummy text,1,0,0,"reason: The utterance expresses concern for the other person's well-being and acknowledges their experience, indicating a desire to provide empathy. The speaker hopes for the other person not to experience negative situations again and expresses relief that they are doing okay.
arousal: 0.5
valence: 0.5
who: 1
sentiment: positive
emotional_reaction: 1
interpretations: 1
explorations: 1

classification_label: 2","The utterance expresses concern for the other person's well-being and acknowledges their experience, indicating a desire to provide empathy. The speaker hopes for the other person not to experience negative situations again and expresses relief that they are doing okay.",1,1,1,1,2
yeah i feel like i've never had luck with that either like usually i mean going for friends or friends is like one of the best ways um but like what kind of stuff did you do like was it fun,2,2,0.0,0.2,neutral,this is a dummy text,0,0,1,"reason: The utterance expresses a shared experience of feeling unlucky in social situations and invites the other person to share their experiences, indicating a desire for connection and understanding. 
arousal: 0.2
valence: 0.0
who: 1
sentiment: neutral
emotional_reaction: 1
interpretations: 1
explorations: 1

classification_label: 1","The utterance expresses a shared experience of feeling unlucky in social situations and invites the other person to share their experiences, indicating a desire for connection and understanding. ",1,1,1,1,1
Well that sounds like a really good first date. I think that's very surprising because I feel like usually first dates are very hit or miss,2,2,0.6,0.2,positive,this is a dummy text,0,1,0,"reason: The utterance expresses a positive sentiment about a first date experience, highlighting its surprising nature while acknowledging the general unpredictability of first dates. However, it does not seek or provide empathy directly but rather comments on the situation in a neutral and observational manner.  
arousal: 0.2  
valence: 0.6  
who: 2  
sentiment: positive  
emotional_reaction: 0  
interpretations: 0  
explorations: 0  

classification_label: 0","The utterance expresses a positive sentiment about a first date experience, highlighting its surprising nature while acknowledging the general unpredictability of first dates. However, it does not seek or provide empathy directly but rather comments on the situation in a neutral and observational manner.  ",2,0,0,0,0
"Yeah, glad to hear it.",2,0,1,0.5,positive,this is a dummy text,1,0,0,"reason: The utterance ""Yeah, glad to hear it."" reflects a response that acknowledges positive news but does not delve into deeper emotional engagement or exploration of feelings. It expresses a positive sentiment but lacks both a clear indication of empathy seeking or providing.  
arousal: 0.5  
valence: 1  
who: 1  
sentiment: positive  
emotional_reaction: 1  
interpretations: 0  
explorations: 0  

classification_label: 0","The utterance ""Yeah, glad to hear it."" reflects a response that acknowledges positive news but does not delve into deeper emotional engagement or exploration of feelings. It expresses a positive sentiment but lacks both a clear indication of empathy seeking or providing.  ",1,1,0,0,0
"Oh, that's really interesting. I've never thought of presentations like that. I'm always scared of them. Like, will it go well? What if I screw up? I always have in my mind something of a backup plan. If this goes wrong, then do this kind of thing. Yeah, that's really interesting to hear. I don't think I've ever heard someone say something like that before.",0,2,,0.5,negative,this is a dummy text,0,2,0,"reason: The utterance expresses personal feelings of fear and anxiety regarding presentations, indicating a need for understanding and acknowledgment of these feelings. The speaker is sharing their experiences and thoughts, which suggests they are seeking empathy from the listener.

arousal: 0.5 (indicating moderate emotional intensity due to the fear of presentations)
valence: -0.5 (indicating a somewhat negative sentiment related to fear and anxiety)
who: 0 (the speaker is primarily focused on their own feelings and experiences)
sentiment: negative
emotional_reaction: 1 (weak emotional expression through the mention of fear)
interpretations: 0 (no expression of understanding from the listener is evident in the utterance)
explorations: 1 (there's a weak exploration into the speaker’s feelings by mentioning they always have a backup plan)

classification_label: 1","The utterance expresses personal feelings of fear and anxiety regarding presentations, indicating a need for understanding and acknowledgment of these feelings. The speaker is sharing their experiences and thoughts, which suggests they are seeking empathy from the listener.",0,1,0,1,1
"Yeah, that sounds great. Hope it goes well.",0,0,0.5,0.1,positive,this is a dummy text,1,0,0,"reason: The utterance expresses a supportive sentiment but does not actively seek or provide empathy. It is a neutral response that acknowledges the other person's situation without delving into emotional content or personal feelings. 
arousal: 0.1 (slightly positive but calm)
valence: 0.5 (positive sentiment)
who: 1 (main attention is on the other person)
sentiment: positive 
emotional_reaction: 0 (does not allude to any emotion)
interpretations: 0 (no expression of understanding)
explorations: 0 (no probing into the situation of another)

classification_label: 0",The utterance expresses a supportive sentiment but does not actively seek or provide empathy. It is a neutral response that acknowledges the other person's situation without delving into emotional content or personal feelings. ,1,0,0,0,0
yeah that sounds terrible to have in your house. I hope it wasn't out there for too long.,0,0,,0.5,negative,this is a dummy text,1,0,0,"reason: The utterance expresses understanding and concern for the other person's situation, indicating a recognition of their distress and an empathetic response to their experience. 
arousal: 0.5 (indicates a moderate emotional intensity in response to the situation)
valence: -0.7 (the sentiment is negative due to the unfortunate situation being discussed)
who: 1 (the attention is primarily on the other person, indicated by the use of ""your"")
sentiment: negative (the situation described is negative)
emotional_reaction: 1 (there's a weak emotional response present, acknowledging the other person's discomfort)
interpretations: 1 (there is a generic acknowledgment of the other person's feelings but not a strong inference)
explorations: 0 (there is no probing into the other person's emotions or situation)

classification_label: 2","The utterance expresses understanding and concern for the other person's situation, indicating a recognition of their distress and an empathetic response to their experience. ",1,1,1,0,2
"I mean, how long has it been? Like it's probably worse in this heat. So I really hope it gets out soon.",0,0,0,0,neutral,this is a dummy text,0,1,2,"reason: The utterance expresses concern about a situation (likely referring to discomfort in heat) but does not explicitly seek or provide empathy. It reflects a desire for a specific outcome (hope for it to get better) without directly acknowledging the feelings of another person or seeking understanding from them. 
arousal: 0 (neutral)
valence: 0 (neutral)
who: 0 (focuses on the speaker's perspective)
sentiment: neutral
emotional_reaction: 0 (does not allude to any emotion)
interpretations: 0 (no expression of understanding)
explorations: 0 (no interest or probing into another's situation)

classification_label: 0",The utterance expresses concern about a situation (likely referring to discomfort in heat) but does not explicitly seek or provide empathy. It reflects a desire for a specific outcome (hope for it to get better) without directly acknowledging the feelings of another person or seeking understanding from them. ,0,0,0,0,0
honestly I've been I've been the other I've been that person that's responding at four am yeah I hope they got a decent night's sleep,2,2,0.5,0.2,positive,this is a dummy text,0,2,0,"reason: The utterance reflects a personal experience and a hope for the well-being of someone else, suggesting both an understanding of the situation and a desire for that person to feel better. This indicates a level of empathy towards the other person's situation, aligning more closely with providing empathy rather than seeking it. 

arousal: 0.2  (slightly elevated due to expressing concern)
valence: 0.5  (positive, as it conveys hope for another's well-being)
who: 1  (the focus is on the other person, as indicated by ""they"")
sentiment: positive 
emotional_reaction: 1  (weak emotional response, expresses concern but not strongly emotional)
interpretations: 1  (generic acknowledgment of the other person's experience)
explorations: 0  (no probing into the other person's feelings or situation)

classification_label: 2","The utterance reflects a personal experience and a hope for the well-being of someone else, suggesting both an understanding of the situation and a desire for that person to feel better. This indicates a level of empathy towards the other person's situation, aligning more closely with providing empathy rather than seeking it. ",1,1,1,0,2
"Yeah, I mean it was probably a nice surprise in a way though, right?",2,2,0.5,0.2,positive,this is a dummy text,0,0,2,"reason: The utterance reflects a recognition of a positive aspect of a potentially surprising or challenging situation, indicating a desire for shared understanding but lacking strong emotional engagement or probing questions. 
arousal: 0.2
valence: 0.5
who: 0
sentiment: positive
emotional_reaction: 0
interpretations: 1
explorations: 0

classification_label: 1","The utterance reflects a recognition of a positive aspect of a potentially surprising or challenging situation, indicating a desire for shared understanding but lacking strong emotional engagement or probing questions. ",0,0,1,0,1
"I think it's also supposed to be with Coke, but you can do it with Sprite. And the thing with Sprite is that it also has citrus, a little citrusy flavor to it, whereas Coke is just kind of like the sweet, syrupy kind of stuff. So I guess it depends on what you're looking for for the meat. also like the coke would give it a better color because the sprite it just kind of left it like gray but it tasted good it just wasn't like it didn't look good if that makes sense",0,0,0,0,neutral,this is a dummy text,0,0,0,"reason: The utterance is primarily focused on discussing different beverage options (Coke vs. Sprite) in relation to their taste and appearance in a specific context. It does not express any emotional need or understanding, nor does it invite emotional exploration or acknowledgment of feelings.
arousal: 0 (calm, factual discussion)
valence: 0 (neutral, no strong positive or negative emotions)
who: 0 (the speaker is focused on their own perspective)
sentiment: neutral
emotional_reaction: 0 (no emotional expressiveness)
interpretations: 0 (no expression of understanding)
explorations: 0 (no probing into emotions or situations)

classification_label: 0","The utterance is primarily focused on discussing different beverage options (Coke vs. Sprite) in relation to their taste and appearance in a specific context. It does not express any emotional need or understanding, nor does it invite emotional exploration or acknowledgment of feelings.",0,0,0,0,0
"That's super impressive and I mean I can't believe that someone has the time to write that many papers, be first and second author and do all of that. I can't imagine doing that myself. Do you think you could pull off something like that? I feel like you could. I feel like you have all the skills and the knowledge to do it. I mean, you've been doing this for so long. That's something that you probably could do, but would it be something that you wanted to do?",2,2,0.8,0.5,positive,this is a dummy text,1,0,2,"reason: The utterance expresses admiration and encouragement towards the other person’s achievements while also inviting them to reflect on their aspirations. The speaker acknowledges the effort of the other person and shows a desire to understand their feelings and thoughts about it, which aligns with providing empathy.

arousal: 0.5  # Reflects moderate emotional intensity due to excitement and admiration.
valence: 0.8  # Indicates a positive emotional polarity, highlighting the impressive nature of the accomplishments.
who: 1  # The focus is primarily on the other person (you pronoun).
sentiment: positive  # The overall sentiment is positive, celebrating the other person's achievements.
emotional_reaction: 1  # There is a weak emotional expressiveness, primarily through admiration rather than strong feelings.
interpretations: 1  # The speaker shows a generic acknowledgment of the other person's capabilities and accomplishments.
explorations: 1  # There is a weak probing into the other person's feelings about their achievements and aspirations.

classification_label: 2  # Providing Empathy","The utterance expresses admiration and encouragement towards the other person’s achievements while also inviting them to reflect on their aspirations. The speaker acknowledges the effort of the other person and shows a desire to understand their feelings and thoughts about it, which aligns with providing empathy.",1,1,1,1,2
How did it survive boiling hot coffee? Like poured onto it? Like you're saying that it was like they poured around it and they knew it was there? Like I don't really see how else it could like really escape the the cup necessarily,2,2,0,0,neutral,this is a dummy text,0,0,2,"reason: The utterance is primarily focused on seeking to understand a situation rather than expressing or providing empathy. It is inquisitive and fact-oriented, lacking emotional depth or acknowledgment of feelings.  
arousal: 0  
valence: 0  
who: 0  
sentiment: neutral  
emotional_reaction: 0  
interpretations: 0  
explorations: 1  

classification_label: 0","The utterance is primarily focused on seeking to understand a situation rather than expressing or providing empathy. It is inquisitive and fact-oriented, lacking emotional depth or acknowledgment of feelings.  ",0,0,0,1,0
"Yeah, it's kind of like just insanely gross. And did you like return the coffee or did you just like drink it still?",2,2,,0.5,negative,this is a dummy text,0,0,2,"reason: The utterance expresses a negative sentiment towards a situation described as ""insanely gross,"" indicating an emotional response. However, it also includes a question about the other person's actions, suggesting a slight interest in their experience. This indicates a mix of seeking empathy and providing empathy, but it leans more towards seeking empathy as it primarily focuses on the speaker's feelings and reaction.  
arousal: 0.5  
valence: -0.7  
who: 0  
sentiment: negative  
emotional_reaction: 1  
interpretations: 0  
explorations: 1  

classification_label: 1","The utterance expresses a negative sentiment towards a situation described as ""insanely gross,"" indicating an emotional response. However, it also includes a question about the other person's actions, suggesting a slight interest in their experience. This indicates a mix of seeking empathy and providing empathy, but it leans more towards seeking empathy as it primarily focuses on the speaker's feelings and reaction.  ",0,1,0,1,1
