text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,response,reason,who,emotional_reaction,interpretations,explorations,classification_label
"Yes, I agree",0,0,0.5,0.0,neutral,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker agrees to a statement without expressing emotions or providing a clear understanding of the situation, suggesting the conversation is straightforward and fact-oriented."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker agrees to a statement without expressing emotions or providing a clear understanding of the situation, suggesting the conversation is straightforward and fact-oriented.",2,0,0,0,0
"I can't imagine, that's so disgusting yes",0,2,-1.0,1.0,negative,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing shock and disgust, implying that they are trying to understand and acknowledge the negative feelings of someone else who might have experienced something disgusting."",
    ""arousal"": 1,
    ""valence"": -1,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing shock and disgust, implying that they are trying to understand and acknowledge the negative feelings of someone else who might have experienced something disgusting.",2,2,1,0,2
I really can't imagine. I never want to try that.,0,2,-0.4,0.2,negative,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is stating their inability to imagine themselves in a hypothetical situation and is expressing their distaste for it, which may be a response to someone else's experience. However, the utterance does not explicitly convey emotional support or understanding for the other person, nor does it acknowledge their feelings."",
    ""arousal"": 0.2,
    ""valence"": -0.4,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is stating their inability to imagine themselves in a hypothetical situation and is expressing their distaste for it, which may be a response to someone else's experience. However, the utterance does not explicitly convey emotional support or understanding for the other person, nor does it acknowledge their feelings.",0,0,0,0,0
"Yes, me too. And where do you want to go if it's possible?",0,0,0.5,0.1,neutral,this is a dummy text,0,1,1,"{
    ""reason"": ""The speaker is both acknowledging the listener's emotions and providing a related personal experience ('me too'), then inquiring about the listener's desires."",
    ""arousal"": 0.1,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is both acknowledging the listener's emotions and providing a related personal experience ('me too'), then inquiring about the listener's desires.",2,0,0,1,2
I think that will be very interesting,0,0,0.4,0.2,positive,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker expresses a neutral, mildly positive sentiment about a topic, without seeking or providing explicit emotional support or understanding."",
    ""arousal"": 0.2,
    ""valence"": 0.4,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker expresses a neutral, mildly positive sentiment about a topic, without seeking or providing explicit emotional support or understanding.",2,0,0,0,0
I could see how that's really depressing is there like any way you got over that?,2,2,-0.2,0.4,negative,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is actively seeking to understand the emotional state of another person and is inquiring about how they overcame their negative emotions, thus expressing empathy and also seeking more information to better understand their emotional experience"",
    ""arousal"": 0.4,
    ""valence"": -0.2,
    ""who"": 1,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is actively seeking to understand the emotional state of another person and is inquiring about how they overcame their negative emotions, thus expressing empathy and also seeking more information to better understand their emotional experience",1,1,0,1,2
"Yeah, I think that's a healthy way to think about it. Yeah, a lot of things in life is just... has to do with luck.",2,2,0.5,0.0,positive,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is offering reassurance and acknowledging the role of luck in life, indicating an attempt to provide comfort and understanding."",
    ""arousal"": 0,
    ""valence"": 0.5,
    ""who"": 0,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is offering reassurance and acknowledging the role of luck in life, indicating an attempt to provide comfort and understanding.",0,0,1,0,2
"Yeah, I think so.",2,0,0.5,-1.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""Minimal response to a question, with no emotional cues or attention to another person's feelings."",
    ""arousal"": -1,
    ""valence"": 0.5,
    ""who"": 0,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","Minimal response to a question, with no emotional cues or attention to another person's feelings.",0,0,0,0,0
"You're very trustworthy of bugs. Like, how do you know that it's not like a spider that could harm you? Like, if it's hanging, it's like kind of far, right?",0,0,-0.4,0.2,negative,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing concern and questioning the listener's trust in bugs, seeking to understand their perspective and thought process, and inquiring about their emotional state in a hypothetical situation, thus seeking empathy from the listener."",
    ""arousal"": 0.2,
    ""valence"": -0.4,
    ""who"": 1,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker is expressing concern and questioning the listener's trust in bugs, seeking to understand their perspective and thought process, and inquiring about their emotional state in a hypothetical situation, thus seeking empathy from the listener.",1,0,0,1,2
"That's really interesting, because if I saw any spider, I would probably just want to get rid of it at any cost. I probably wouldn't care if I had to kill it or not, because I would be too afraid that it would kill me or something.",0,0,-1.0,1.0,negative,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker shares their personal reaction to seeing spiders, demonstrating a desire to be heard and understood in their fear."",
    ""arousal"": 1,
    ""valence"": -1,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker shares their personal reaction to seeing spiders, demonstrating a desire to be heard and understood in their fear.",0,1,0,0,1
I think that's just really trusting of something that you don't really know how it thinks.,0,0,0.0,0.0,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is expressing a general thought or opinion on a topic, and is not explicitly seeking or providing empathy."",
    ""arousal"": 0,
    ""valence"": 0,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is expressing a general thought or opinion on a topic, and is not explicitly seeking or providing empathy.",2,0,0,0,0
"Oh god, that sounds terrifying. Did you ask for help? Did someone help them or did you just leave? What happened? And are you okay?",2,2,-1.0,1.0,negative,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is actively showing understanding of the listener's terrifying experience, and is inquiring about their well-being and the events that transpired."",
    ""arousal"": 1,
    ""valence"": -1,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 2,
    ""classification_label"": 2
}","The speaker is actively showing understanding of the listener's terrifying experience, and is inquiring about their well-being and the events that transpired.",2,2,1,2,2
"Yeah, that's... I would hope that you'd never experience that again. I hope I'd never see that kind of thing happen. I hope they're okay. But yeah, good to know that you're doing okay.",2,2,0.5,0.2,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is expressing a desire for the listener's well-being, acknowledging a potentially distressing experience, and showing concern for others involved. The speaker also inquires about the listener's state indirectly by expressing relief that they are doing okay."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 1,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing a desire for the listener's well-being, acknowledging a potentially distressing experience, and showing concern for others involved. The speaker also inquires about the listener's state indirectly by expressing relief that they are doing okay.",1,1,0,0,2
yeah i feel like i've never had luck with that either like usually i mean going for friends or friends is like one of the best ways um but like what kind of stuff did you do like was it fun,2,2,-0.2,0.3,neutral,this is a dummy text,0,0,1,"{
    ""reason"": ""The speaker shares their own experience with lack of luck and then shifts attention to the person they're talking to, showing interest in their experience and emotions."",
    ""arousal"": 0.3,
    ""valence"": -0.2,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 2
}","The speaker shares their own experience with lack of luck and then shifts attention to the person they're talking to, showing interest in their experience and emotions.",2,1,0,1,2
Well that sounds like a really good first date. I think that's very surprising because I feel like usually first dates are very hit or miss,2,2,0.8,0.2,positive,this is a dummy text,0,1,0,"{
    ""reason"": ""The speaker is surprised by the positive outcome of the first date, and is acknowledging the uncertainty of first dates in general, but is responding with a positive sentiment, therefore providing a vicarious sharing of the positive emotions."",
    ""arousal"": 0.2,
    ""valence"": 0.8,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is surprised by the positive outcome of the first date, and is acknowledging the uncertainty of first dates in general, but is responding with a positive sentiment, therefore providing a vicarious sharing of the positive emotions.",2,0,0,0,2
"Yeah, glad to hear it.",2,0,0.8,0.1,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is responding to presumably positive news with a positive acknowledgment, but does not explicitly express emotions or ask questions to understand the situation better."",
    ""arousal"": 0.1,
    ""valence"": 0.8,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is responding to presumably positive news with a positive acknowledgment, but does not explicitly express emotions or ask questions to understand the situation better.",2,0,0,0,0
"Oh, that's really interesting. I've never thought of presentations like that. I'm always scared of them. Like, will it go well? What if I screw up? I always have in my mind something of a backup plan. If this goes wrong, then do this kind of thing. Yeah, that's really interesting to hear. I don't think I've ever heard someone say something like that before.",0,2,-0.2,0.2,negative,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker is sharing their personal experiences and emotions related to presentations, and is acknowledging the other person's perspective, which indicates a desire to be heard and understood, as well as an attempt to understand the other person's view."",
    ""arousal"": 0.2,
    ""valence"": -0.2,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is sharing their personal experiences and emotions related to presentations, and is acknowledging the other person's perspective, which indicates a desire to be heard and understood, as well as an attempt to understand the other person's view.",0,1,1,0,1
"Yeah, that sounds great. Hope it goes well.",0,0,0.7,0.3,positive,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is expressing a general positive sentiment and support for a future event, but without any specific emotional reaction or deeper exploration of the listener's feelings."",
    ""arousal"": 0.3,
    ""valence"": 0.7,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is expressing a general positive sentiment and support for a future event, but without any specific emotional reaction or deeper exploration of the listener's feelings.",2,0,0,0,0
yeah that sounds terrible to have in your house. I hope it wasn't out there for too long.,0,0,-0.5,0.5,negative,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is expressing sympathy and concern for the person's situation, indicating an understanding of their negative feelings."",
    ""arousal"": 0.5,
    ""valence"": -0.5,
    ""who"": 0,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing sympathy and concern for the person's situation, indicating an understanding of their negative feelings.",0,2,1,0,2
"I mean, how long has it been? Like it's probably worse in this heat. So I really hope it gets out soon.",0,0,0.5,0.5,positive,this is a dummy text,0,1,2,"{
    ""reason"": ""The speaker is expressing concern for someone or something that might be struggling, and is hoping for a positive outcome."",
    ""arousal"": 0.5,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker is expressing concern for someone or something that might be struggling, and is hoping for a positive outcome.",2,0,0,0,2
honestly I've been I've been the other I've been that person that's responding at four am yeah I hope they got a decent night's sleep,2,2,0.5,0.2,positive,this is a dummy text,0,2,0,"{
    ""reason"": ""The speaker shares a personal experience to show understanding and acknowledges a potentially stressful situation for someone else, demonstrating empathy."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 0,
    ""classification_label"": 2
}","The speaker shares a personal experience to show understanding and acknowledges a potentially stressful situation for someone else, demonstrating empathy.",2,1,1,0,2
"Yeah, I mean it was probably a nice surprise in a way though, right?",2,2,0.4,0.2,positive,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is attempting to find a positive aspect in a situation, and is seeking validation from the listener. The utterance is not a straightforward statement and has an emotional undertone, indicating that the speaker is seeking empathy. The use of 'in a way though' and 'right?' suggests that the speaker is looking for the listener's understanding and acknowledgement."",
    ""arousal"": 0.2,
    ""valence"": 0.4,
    ""who"": 0,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 1
}","The speaker is attempting to find a positive aspect in a situation, and is seeking validation from the listener. The utterance is not a straightforward statement and has an emotional undertone, indicating that the speaker is seeking empathy. The use of 'in a way though' and 'right?' suggests that the speaker is looking for the listener's understanding and acknowledgement.",0,1,0,0,1
"I think it's also supposed to be with Coke, but you can do it with Sprite. And the thing with Sprite is that it also has citrus, a little citrusy flavor to it, whereas Coke is just kind of like the sweet, syrupy kind of stuff. So I guess it depends on what you're looking for for the meat. also like the coke would give it a better color because the sprite it just kind of left it like gray but it tasted good it just wasn't like it didn't look good if that makes sense",0,0,0.5,0.2,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is discussing a recipe and comparing the effects of using Coke versus Sprite, without expressing any emotional need for understanding or recognition. They are providing factual information and their personal preference, but not seeking empathy or providing emotional support."",
    ""arousal"": 0.2,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is discussing a recipe and comparing the effects of using Coke versus Sprite, without expressing any emotional need for understanding or recognition. They are providing factual information and their personal preference, but not seeking empathy or providing emotional support.",2,0,0,0,0
"That's super impressive and I mean I can't believe that someone has the time to write that many papers, be first and second author and do all of that. I can't imagine doing that myself. Do you think you could pull off something like that? I feel like you could. I feel like you have all the skills and the knowledge to do it. I mean, you've been doing this for so long. That's something that you probably could do, but would it be something that you wanted to do?",2,2,0.8,0.6,positive,this is a dummy text,1,0,2,"{
    ""reason"": ""The speaker is expressing admiration and surprise at someone's accomplishments, but also turns the conversation to the person they're talking to, exploring their potential to achieve something similar. They demonstrate understanding of the person's capabilities and provide encouragement."",
    ""arousal"": 0.6,
    ""valence"": 0.8,
    ""who"": 2,
    ""sentiment"": ""positive"",
    ""emotional_reaction"": 1,
    ""interpretations"": 1,
    ""explorations"": 2,
    ""classification_label"": 2
}","The speaker is expressing admiration and surprise at someone's accomplishments, but also turns the conversation to the person they're talking to, exploring their potential to achieve something similar. They demonstrate understanding of the person's capabilities and provide encouragement.",2,1,1,2,2
How did it survive boiling hot coffee? Like poured onto it? Like you're saying that it was like they poured around it and they knew it was there? Like I don't really see how else it could like really escape the the cup necessarily,2,2,-0.3,0.3,negative,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is expressing confusion and questioning the listener's previous statement about an object surviving boiling hot coffee. They are seeking clarification and expressing their skepticism, indicating a need for their negative feelings (confusion and skepticism) to be recognized and acknowledged."",
    ""arousal"": 0.3,
    ""valence"": -0.3,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 1
}","The speaker is expressing confusion and questioning the listener's previous statement about an object surviving boiling hot coffee. They are seeking clarification and expressing their skepticism, indicating a need for their negative feelings (confusion and skepticism) to be recognized and acknowledged.",2,0,0,1,1
"Yeah, it's kind of like just insanely gross. And did you like return the coffee or did you just like drink it still?",2,2,-0.7,0.5,negative,this is a dummy text,0,0,2,"{
    ""reason"": ""The speaker is sharing a personal experience and seeking acknowledgment of their negative feelings about the coffee, and the listener responds with a question that shows interest in the situation, but does not explicitly express empathy or understanding."",
    ""arousal"": 0.5,
    ""valence"": -0.7,
    ""who"": 2,
    ""sentiment"": ""negative"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 1,
    ""classification_label"": 1
}","The speaker is sharing a personal experience and seeking acknowledgment of their negative feelings about the coffee, and the listener responds with a question that shows interest in the situation, but does not explicitly express empathy or understanding.",2,0,0,1,1
"you tell them and get a free coffee? Like, I do think that they'd probably be fine with that if you said, hey, you know, a bug flew into my drink before I even could take it from you, before I even left the establishment.",2,2,0.5,0.3,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is offering a potential solution to a problem and providing reassurance that the person they are addressing will likely be understood if they explain their situation."",
    ""arousal"": 0.3,
    ""valence"": 0.5,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}",The speaker is offering a potential solution to a problem and providing reassurance that the person they are addressing will likely be understood if they explain their situation.,2,0,0,0,0
"Like, who cares if he's upset? right like he's gonna be he's gonna be hurting no matter what and what you're doing is setting your boundaries not setting not you're not like encroaching on his you're saying my boundaries are here i'm not comfortable with this i understand that you feel differently if this makes you upset then maybe it's something to think about whether you value a friendship where i don't hurt you or if you value a relationship where you're constantly getting hurt",2,2,0.2,0.7,neutral,this is a dummy text,0,0,0,"{
    ""reason"": ""The speaker is not seeking empathy but instead is trying to make the other person understand their perspective and the importance of setting boundaries in a relationship. The speaker also acknowledges the other person's feelings and encourages them to think about their values in the friendship."",
    ""arousal"": 0.7,
    ""valence"": 0.2,
    ""who"": 1,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 2,
    ""interpretations"": 1,
    ""explorations"": 1,
    ""classification_label"": 2
}",The speaker is not seeking empathy but instead is trying to make the other person understand their perspective and the importance of setting boundaries in a relationship. The speaker also acknowledges the other person's feelings and encourages them to think about their values in the friendship.,1,2,1,1,2
"Yeah, I can understand how that would suck. I have never been able to relate to something like that. So yeah, all I can do is kind of imagine myself in your situation. I don't know what I would be doing either, just constantly stressed out, probably not sleeping well. Was that also affecting you? Did you find that you couldn't enjoy the normal things in your life because you were so just constantly in the back of your head worried about this kind of situation?",2,2,0.0,0.5,neutral,this is a dummy text,1,1,0,"{
    ""reason"": ""The speaker is actively trying to imagine themselves in the other person's situation and is attempting to understand their emotions, which is a clear indication of providing empathy. The speaker also asks specific questions to help the other person explore their emotions, such as the impact of stress on their life and ability to enjoy normal things."",
    ""arousal"": 0.5,
    ""valence"": 0.0,
    ""who"": 2,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 2,
    ""interpretations"": 2,
    ""explorations"": 2,
    ""classification_label"": 2
}","The speaker is actively trying to imagine themselves in the other person's situation and is attempting to understand their emotions, which is a clear indication of providing empathy. The speaker also asks specific questions to help the other person explore their emotions, such as the impact of stress on their life and ability to enjoy normal things.",2,2,2,2,2
"Yeah, and I mean there's something to be said for like once you get through that situation you kind of have the knowledge and the experience of like okay the next time it happens I know I can deal with it and I know I can get through it so you know there's also like that kind of aspect of like what doesn't kill you makes you stronger.",2,2,0.7,0.3,neutral,this is a dummy text,1,0,0,"{
    ""reason"": ""The speaker is reflecting on a past challenging situation and extracting a positive lesson from it, but not explicitly seeking to be heard or understood by the listener."",
    ""arousal"": 0.3,
    ""valence"": 0.7,
    ""who"": 0,
    ""sentiment"": ""neutral"",
    ""emotional_reaction"": 0,
    ""interpretations"": 0,
    ""explorations"": 0,
    ""classification_label"": 0
}","The speaker is reflecting on a past challenging situation and extracting a positive lesson from it, but not explicitly seeking to be heard or understood by the listener.",0,0,0,0,0
